customer_id,acquisition_channel,total_orders,avg_order_value,total_spend,days_since_last_order,cart_abandonment_count,email_open_rate,first_purchase_date,churn_date,churned
4201,Organic,16,31.18,498.88,35,0,91.1,2025-09-23,,0
4202,Paid Search,4,41.38,165.52,93,4,56.4,2025-11-29,,0
4203,Social Media,1,10.14,10.14,121,4,18.9,2026-01-02,,0
4204,Organic,12,116.96,1403.52,37,0,75.9,2026-04-26,,0
4205,Social Media,10,38.81,388.1,33,0,27.1,2025-11-14,,0
4206,Email,13,77.45,1006.85,41,1,73.2,2026-04-06,,0
4207,Organic,5,19.58,97.9,82,3,58.7,2026-05-05,,0
4208,Organic,12,44.59,535.08,60,1,47.6,2026-05-23,,0
4209,Email,1,43.63,43.63,156,5,0.0,2026-01-03,2026-01-12,1
4210,Organic,13,25.28,328.64,68,3,80.7,2026-01-18,,0
4211,Organic,8,43.99,351.92,127,2,20.8,2026-06-10,2026-06-29,1
4212,Email,11,31.46,346.06,115,5,31.9,2026-04-28,,0
4213,Email,9,127.08,1143.72,62,2,52.8,2026-06-10,,0
4214,Social Media,1,26.17,26.17,161,5,9.2,2025-12-04,2025-12-28,1
4215,Social Media,7,27.74,194.18,96,1,64.3,2026-04-28,2026-06-04,1
4216,Email,10,120.69,1206.9,57,2,74.4,2025-11-20,,0
4217,Social Media,15,77.13,1156.95,85,1,79.7,2026-06-08,,0
4218,Social Media,12,80.11,961.32,73,0,31.0,2026-04-09,,0
4219,Email,1,10.57,10.57,105,4,42.0,2026-08-22,,0
4220,Social Media,1,51.2,51.2,75,6,26.4,2026-08-30,2026-08-31,1
4221,Paid Search,3,17.65,52.95,174,3,8.6,2026-08-21,2026-08-23,1
4222,Paid Search,13,20.42,265.46,95,6,43.9,2026-08-07,,0
4223,Paid Search,9,135.39,1218.51,81,5,78.0,2025-09-27,,0
4224,Paid Search,18,11.03,198.54,45,1,78.9,2026-05-24,2026-07-22,1
4225,Paid Search,13,74.91,973.83,105,7,26.6,2026-02-18,2026-07-07,1
4226,Paid Search,6,28.93,173.58,128,6,50.4,2025-09-17,2026-03-05,1
4227,Email,8,19.33,154.64,86,2,70.9,2026-03-07,,0
4228,Paid Search,8,204.32,1634.56,105,2,52.9,2026-04-10,,0
4229,Organic,17,48.32,821.44,67,1,89.2,2025-12-08,,0
4230,Organic,10,10.0,100.0,73,0,68.9,2025-12-03,2026-03-24,1
4231,Organic,12,64.09,769.08,124,2,37.7,2026-07-26,,0
4232,Social Media,6,110.52,663.12,63,1,20.5,2025-09-24,2025-12-11,1
4233,Paid Search,8,74.4,595.2,88,5,62.7,2026-07-18,,0
4234,Organic,8,27.17,217.36,54,4,41.3,2026-04-29,2026-07-18,1
4235,Email,11,38.08,418.88,56,1,61.0,2025-09-18,,0
4236,Organic,7,35.5,248.5,121,6,0.0,2026-02-08,2026-02-27,1
4237,Organic,1,10.0,10.0,91,2,53.8,2026-02-05,,0
4238,Email,9,54.02,486.18,90,2,55.2,2025-10-24,,0
4239,Social Media,16,31.87,509.92,0,2,86.3,2026-03-21,,0
4240,Social Media,8,10.0,80.0,44,1,51.5,2026-01-19,,0
4241,Email,10,40.12,401.2,131,1,58.3,2026-02-13,,0
4242,Email,13,22.42,291.46,0,0,91.3,2026-07-22,,0
4243,Organic,8,50.45,403.6,52,1,71.2,2026-05-12,2026-07-26,1
4244,Social Media,20,44.3,886.0,69,2,38.9,2025-11-24,,0
4245,Social Media,17,22.98,390.66,43,2,75.2,2026-05-04,,0
4246,Organic,18,29.24,526.32,21,0,78.5,2025-10-06,,0
4247,Email,11,38.02,418.22,99,0,54.7,2025-09-15,,0
4248,Paid Search,14,85.17,1192.38,6,0,97.7,2025-11-24,,0
4249,Email,13,41.64,541.32,99,7,35.4,2026-08-31,,0
4250,Social Media,17,27.31,464.27,20,3,77.6,2025-11-30,,0
4251,Paid Search,8,25.31,202.48,54,4,61.1,2025-09-07,,0
4252,Organic,5,122.18,610.9,102,3,33.9,2025-11-29,,0
4253,Email,9,25.42,228.78,56,5,24.7,2026-01-11,,0
4254,Social Media,15,39.39,590.85,0,0,100.0,2026-01-20,,0
4255,Organic,6,31.13,186.78,25,3,55.3,2026-03-04,,0
4256,Organic,12,15.2,182.4,103,1,74.9,2026-06-02,2026-07-22,1
4257,Social Media,8,10.0,80.0,67,0,61.2,2026-03-10,,0
4258,Organic,4,29.62,118.48,139,3,20.9,2025-10-03,,0
4259,Social Media,16,19.48,311.68,0,1,82.2,2026-07-31,,0
4260,Social Media,2,47.17,94.34,114,4,18.1,2026-07-15,2026-07-26,1
4261,Organic,17,92.54,1573.18,53,1,78.2,2025-10-16,,0
4262,Social Media,12,53.02,636.24,45,5,85.6,2025-11-03,,0
4263,Organic,9,52.66,473.94,61,0,28.0,2026-02-26,,0
4264,Email,2,45.02,90.04,85,4,41.0,2026-04-22,2026-05-08,1
4265,Email,8,45.35,362.8,121,5,11.8,2026-07-22,2026-07-27,1
4266,Organic,9,25.12,226.08,75,3,54.0,2025-12-29,,0
4267,Paid Search,15,72.89,1093.35,48,1,53.1,2026-02-16,,0
4268,Paid Search,9,24.42,219.78,156,4,12.2,2025-11-11,,0
4269,Email,6,25.15,150.9,101,3,31.0,2026-04-21,,0
4270,Paid Search,1,29.29,29.29,122,4,17.9,2025-11-13,2025-11-19,1
4271,Social Media,10,31.42,314.2,124,3,42.6,2025-09-17,,0
4272,Email,9,144.12,1297.08,68,3,25.1,2026-07-04,,0
4273,Organic,1,81.26,81.26,166,5,0.0,2025-11-25,,0
4274,Social Media,2,36.72,73.44,170,7,39.1,2026-01-21,,0
4275,Organic,6,25.92,155.52,69,5,50.5,2026-04-05,2026-05-28,1
4276,Social Media,16,90.26,1444.16,84,6,64.2,2026-06-14,2026-08-04,1
4277,Paid Search,9,47.18,424.62,117,5,36.7,2026-07-06,,0
4278,Email,9,29.84,268.56,101,3,32.5,2026-07-22,2026-08-20,1
4279,Paid Search,11,42.63,468.93,67,1,31.3,2026-05-26,,0
4280,Organic,9,33.28,299.52,51,0,56.7,2026-02-25,2026-04-22,1
4281,Email,4,72.84,291.36,110,2,9.6,2026-02-16,,0
4282,Email,11,23.54,258.94,70,0,48.3,2025-09-05,,0
4283,Social Media,20,58.42,1168.4,10,0,75.1,2025-12-04,,0
4284,Social Media,8,34.37,274.96,142,3,35.8,2025-09-07,,0
4285,Organic,11,79.32,872.52,1,1,76.2,2025-11-29,,0
4286,Social Media,18,94.76,1705.68,0,0,85.4,2026-02-03,,0
4287,Organic,7,100.68,704.76,132,2,44.3,2025-11-06,,0
4288,Organic,3,147.94,443.82,131,2,12.1,2025-11-23,2026-03-01,1
4289,Email,9,109.88,988.92,12,2,75.2,2025-11-10,,0
4290,Social Media,2,75.47,150.94,127,2,20.0,2026-06-01,,0
4291,Organic,4,23.09,92.36,152,7,36.6,2025-12-10,2026-01-02,1
4292,Organic,9,16.89,152.01,107,4,42.3,2026-06-11,,0
4293,Email,20,86.48,1729.6,5,2,100.0,2026-05-08,,0
4294,Organic,1,23.36,23.36,143,4,25.4,2025-12-17,2026-03-17,1
4295,Organic,1,250.78,250.78,179,2,0.0,2026-02-28,2026-06-12,1
4296,Organic,6,11.99,71.94,69,4,36.3,2025-11-18,,0
4297,Organic,19,64.41,1223.79,24,1,100.0,2025-12-11,,0
4298,Paid Search,9,45.44,408.96,92,2,54.6,2025-12-04,2026-06-03,1
4299,Email,8,23.98,191.84,76,3,25.3,2026-07-09,,0
4300,Paid Search,10,37.13,371.3,0,1,95.3,2026-07-24,2026-08-31,1
4301,Paid Search,8,16.71,133.68,113,6,44.3,2026-06-02,,0
4302,Social Media,11,47.69,524.59,36,1,51.2,2026-04-23,2026-06-19,1
4303,Social Media,2,37.07,74.14,85,2,23.3,2025-11-05,,0
4304,Social Media,9,22.12,199.08,29,0,42.4,2026-08-15,,0
4305,Social Media,19,39.83,756.77,64,1,86.2,2026-02-15,,0
4306,Social Media,5,15.45,77.25,58,2,51.3,2025-11-18,,0
4307,Social Media,6,10.0,60.0,81,0,36.8,2026-04-21,,0
4308,Social Media,10,33.53,335.3,128,6,28.9,2026-05-10,,0
4309,Social Media,5,105.94,529.7,124,1,14.1,2026-06-18,,0
4310,Social Media,7,24.34,170.38,127,3,46.9,2026-03-28,2026-05-10,1
4311,Organic,17,130.13,2212.21,30,0,100.0,2026-01-19,,0
4312,Social Media,7,144.98,1014.86,103,5,36.0,2026-02-01,2026-05-11,1
4313,Social Media,6,27.03,162.18,74,1,42.8,2025-10-25,,0
4314,Organic,16,43.8,700.8,30,2,83.5,2026-08-31,,0
4315,Email,11,22.96,252.56,97,4,35.1,2026-05-17,,0
4316,Paid Search,11,10.42,114.62,95,2,49.8,2026-04-24,,0
4317,Organic,3,25.47,76.41,102,1,65.3,2026-04-11,,0
4318,Email,14,29.08,407.12,106,5,43.8,2025-12-09,,0
4319,Organic,11,46.78,514.58,62,0,91.0,2026-07-26,,0
4320,Paid Search,2,62.78,125.56,98,3,46.6,2026-05-19,2026-07-27,1
4321,Paid Search,16,16.39,262.24,0,0,94.6,2026-08-12,,0
4322,Email,14,62.87,880.18,46,2,52.6,2026-02-04,,0
4323,Paid Search,9,41.58,374.22,70,2,39.0,2025-09-14,2025-12-30,1
4324,Social Media,15,22.94,344.1,0,1,84.8,2025-09-09,,0
4325,Social Media,17,29.45,500.65,44,0,64.1,2026-08-14,2026-08-29,1
4326,Social Media,15,65.58,983.7,32,1,89.1,2026-07-19,,0
4327,Email,15,113.82,1707.3,51,0,82.0,2026-02-04,,0
4328,Email,11,103.99,1143.89,52,2,70.2,2026-05-26,,0
4329,Paid Search,12,31.66,379.92,117,5,51.8,2026-06-08,,0
4330,Email,12,39.29,471.48,65,3,50.3,2025-12-25,,0
4331,Paid Search,9,32.86,295.74,62,1,88.0,2026-05-11,,0
4332,Organic,5,48.1,240.5,135,3,6.4,2026-01-25,2026-05-15,1
4333,Organic,1,34.73,34.73,116,4,30.3,2026-08-17,,0
4334,Social Media,11,36.9,405.9,111,7,19.9,2025-09-09,,0
4335,Organic,6,92.17,553.02,53,2,60.8,2026-08-01,,0
4336,Social Media,6,12.87,77.22,83,4,24.5,2026-08-19,,0
4337,Paid Search,1,99.45,99.45,113,3,14.3,2026-04-01,2026-07-16,1
4338,Paid Search,3,62.45,187.35,112,7,37.4,2025-10-15,,0
4339,Organic,8,101.93,815.44,49,2,64.8,2026-01-11,2026-05-04,1
4340,Email,19,63.66,1209.54,13,0,69.2,2026-03-06,,0
4341,Paid Search,6,89.98,539.88,84,2,61.6,2026-05-22,,0
4342,Organic,7,48.32,338.24,61,1,64.9,2026-06-10,,0
4343,Paid Search,3,16.37,49.11,46,5,40.7,2026-01-05,2026-08-21,1
4344,Paid Search,9,21.86,196.74,10,0,73.8,2026-03-01,,0
4345,Social Media,7,24.61,172.27,90,3,61.4,2026-01-20,,0
4346,Paid Search,11,10.91,120.01,54,3,59.7,2026-04-03,,0
4347,Organic,12,71.45,857.4,25,2,83.2,2026-05-14,,0
4348,Email,1,41.93,41.93,104,3,27.9,2026-06-27,2026-07-20,1
4349,Paid Search,5,25.46,127.3,97,4,44.0,2026-05-17,2026-06-02,1
4350,Organic,18,131.56,2368.08,53,2,64.0,2026-06-12,,0
4351,Social Media,16,195.25,3124.0,96,1,67.4,2026-03-06,,0
4352,Social Media,2,18.48,36.96,88,0,55.5,2026-05-18,,0
4353,Social Media,2,39.62,79.24,147,0,18.0,2025-11-14,,0
4354,Paid Search,12,39.65,475.8,70,1,80.7,2026-02-11,,0
4355,Paid Search,12,16.26,195.12,42,2,73.1,2026-05-12,,0
4356,Paid Search,1,74.54,74.54,157,6,15.0,2026-08-01,2026-08-06,1
4357,Organic,10,10.0,100.0,123,6,23.6,2026-07-18,2026-08-02,1
4358,Organic,14,134.3,1880.2,58,2,100.0,2026-07-30,,0
4359,Email,3,49.44,148.32,150,5,31.5,2026-05-06,2026-06-30,1
4360,Social Media,18,151.56,2728.08,11,1,63.4,2026-05-02,,0
4361,Paid Search,12,35.3,423.6,28,2,71.0,2026-08-14,2026-08-30,1
4362,Organic,16,39.57,633.12,0,1,73.5,2025-12-16,,0
4363,Social Media,9,75.35,678.15,9,4,59.0,2026-02-19,,0
4364,Organic,3,134.65,403.95,108,3,23.0,2025-09-08,,0
4365,Organic,10,127.66,1276.6,98,1,74.6,2025-10-12,,0
4366,Organic,19,14.11,268.09,61,1,67.8,2026-08-27,,0
4367,Social Media,14,118.7,1661.8,81,1,61.9,2025-12-19,,0
4368,Social Media,14,29.93,419.02,84,0,57.8,2025-09-11,,0
4369,Organic,1,30.97,30.97,153,4,8.5,2025-11-12,2025-12-10,1
4370,Organic,13,23.99,311.87,73,2,74.2,2025-12-24,2026-02-24,1
