user_id,subscription_tier,monthly_revenue,listening_hours,playlist_saves,concerts_attended,merchandise_spend,days_since_last_activity,signup_date,churn_date,churned
1109,Free,0.0,19.4,14,2,125.25,33,2025-12-12,,0
1110,Student,9.99,41.8,18,2,124.98,66,2026-02-17,,0
1111,Premium,18.99,35.8,23,2,75.33,42,2026-08-21,,0
1112,Premium,18.99,13.7,19,3,175.95,38,2025-12-21,,0
1113,Free,0.0,12.4,12,1,232.27,57,2026-08-17,,0
1114,Premium,18.99,34.2,31,4,122.53,0,2026-05-09,,0
1115,Free,0.0,53.8,34,2,253.77,10,2025-12-24,,0
1116,Free,0.0,20.8,23,0,130.93,31,2026-04-06,,0
1117,Premium,18.99,38.2,35,3,446.4,12,2026-04-13,,0
1118,Student,9.99,12.9,25,1,180.75,42,2026-06-12,,0
1119,Free,0.0,44.1,26,2,206.18,26,2026-03-22,,0
1120,Student,9.99,32.6,14,1,15.35,50,2026-05-17,,0
1121,Premium,18.99,54.2,28,1,132.97,23,2025-09-20,,0
1122,Free,0.0,36.8,19,1,209.58,44,2025-12-24,,0
1123,Premium,18.99,38.3,23,1,100.36,28,2025-10-04,2025-12-09,1
1124,Free,0.0,22.0,11,0,0.0,60,2026-04-30,,0
1125,Free,0.0,32.1,25,1,218.24,40,2025-09-19,,0
1126,Student,9.99,32.1,33,2,261.88,21,2026-05-21,,0
1127,Student,9.99,7.0,0,0,39.91,88,2026-05-11,2026-05-22,1
1128,Free,0.0,0.0,5,1,2.76,54,2026-05-15,2026-06-08,1
1129,Student,9.99,44.1,34,4,288.33,0,2026-01-28,,0
1130,Premium,18.99,24.1,14,4,54.25,42,2026-01-20,,0
1131,Student,9.99,30.3,4,1,182.79,35,2026-08-08,2026-08-26,1
1132,Premium,18.99,18.2,10,1,59.25,77,2026-02-08,,0
1133,Premium,18.99,37.9,21,0,189.87,22,2025-09-18,2026-02-09,1
1134,Student,9.99,39.1,18,4,268.62,26,2026-04-05,,0
1135,Student,9.99,41.5,36,1,197.86,21,2025-12-19,,0
1136,Student,9.99,56.3,27,1,229.65,7,2026-01-13,,0
1137,Student,9.99,1.8,13,0,0.0,59,2025-09-08,,0
1138,Free,0.0,22.7,16,1,0.0,45,2026-01-09,,0
1139,Free,0.0,59.4,6,1,154.01,44,2026-03-13,,0
1140,Free,0.0,36.1,24,2,164.03,48,2026-08-27,,0
1141,Free,0.0,42.0,22,1,111.68,27,2025-11-11,2026-06-05,1
1142,Premium,18.99,17.4,12,2,61.46,32,2026-04-30,,0
1143,Student,9.99,31.6,9,0,213.8,63,2025-09-28,2025-11-03,1
1144,Student,9.99,29.9,14,1,172.91,31,2026-06-03,,0
1145,Student,9.99,17.7,3,1,0.0,80,2026-03-25,2026-06-29,1
1146,Premium,18.99,21.5,0,0,65.57,64,2025-11-02,,0
1147,Student,9.99,40.9,29,2,181.0,52,2026-07-07,,0
1148,Student,9.99,62.6,32,3,205.51,20,2026-05-23,,0
1149,Premium,18.99,50.1,26,2,179.88,0,2025-11-15,,0
1150,Free,0.0,47.9,25,3,221.78,0,2026-05-08,,0
1151,Student,9.99,27.9,18,2,171.17,52,2025-09-16,2026-01-07,1
1152,Student,9.99,18.1,9,4,218.25,30,2026-02-16,2026-05-05,1
1153,Premium,18.99,40.9,33,3,188.8,10,2025-11-03,,0
1154,Premium,18.99,53.8,32,4,303.72,14,2026-02-13,,0
1155,Premium,18.99,19.1,21,2,182.22,25,2026-08-15,,0
1156,Student,9.99,22.1,1,0,0.0,39,2025-11-08,2025-12-31,1
1157,Free,0.0,18.0,14,1,117.57,48,2026-03-31,,0
1158,Student,9.99,23.1,19,1,50.8,44,2026-04-12,,0
1159,Premium,18.99,36.6,27,2,275.22,22,2025-12-06,2026-04-23,1
1160,Premium,18.99,48.3,26,2,348.13,23,2026-05-21,,0
1161,Premium,18.99,25.1,18,1,113.78,38,2026-03-28,2026-07-13,1
1162,Free,0.0,51.4,41,3,214.88,25,2026-01-21,,0
1163,Premium,18.99,48.9,21,3,321.26,14,2026-01-27,,0
1164,Premium,18.99,45.7,33,4,336.2,27,2025-12-09,,0
1165,Premium,18.99,7.9,4,0,0.02,29,2026-08-01,2026-08-05,1
1166,Premium,18.99,50.2,19,5,186.8,30,2025-09-03,,0
1167,Student,9.99,0.0,9,2,47.14,53,2026-01-22,,0
1168,Premium,18.99,15.0,8,1,31.11,40,2026-01-18,,0
1169,Free,0.0,44.9,25,2,274.74,26,2025-10-13,,0
1170,Free,0.0,20.5,20,0,32.36,62,2026-03-05,,0
1171,Premium,18.99,0.0,16,1,31.76,30,2026-08-20,,0
1172,Premium,18.99,40.6,17,0,220.88,25,2026-07-14,,0
1173,Premium,18.99,25.0,7,2,25.93,47,2025-09-20,2026-03-05,1
1174,Free,0.0,27.9,16,0,0.0,41,2025-09-05,,0
1175,Free,0.0,24.4,12,1,169.75,35,2026-08-01,2026-08-14,1
1176,Free,0.0,36.1,42,3,187.86,0,2025-12-24,,0
1177,Premium,18.99,2.7,9,0,187.35,57,2026-01-02,2026-03-21,1
1178,Premium,18.99,59.5,36,4,391.14,9,2026-07-02,,0
1179,Premium,18.99,37.3,26,0,210.85,22,2025-11-17,,0
1180,Free,0.0,26.7,22,1,301.3,41,2026-03-17,,0
1181,Student,9.99,19.0,4,2,160.89,35,2026-06-08,,0
1182,Premium,18.99,9.3,18,1,20.81,57,2026-02-08,2026-04-26,1
1183,Free,0.0,82.8,40,5,98.36,2,2025-10-05,,0
1184,Premium,18.99,11.7,5,1,127.22,40,2026-06-13,2026-07-19,1
1185,Student,9.99,16.6,14,1,62.77,37,2026-01-18,,0
1186,Free,0.0,25.2,38,1,194.36,39,2025-12-07,,0
1187,Free,0.0,59.2,34,0,253.35,13,2026-01-15,,0
1188,Premium,18.99,58.7,37,3,169.86,18,2026-01-06,,0
1189,Premium,18.99,9.5,7,0,46.84,43,2025-12-10,,0
1190,Premium,18.99,24.8,18,0,176.28,42,2026-06-07,,0
1191,Premium,18.99,0.0,0,0,9.44,46,2026-07-25,2026-08-15,1
1192,Student,9.99,1.7,9,0,40.39,43,2025-09-04,,0
1193,Premium,18.99,45.0,23,0,67.03,30,2026-05-07,,0
1194,Premium,18.99,27.3,34,3,170.51,35,2025-09-19,,0
1195,Free,0.0,0.0,0,1,0.0,44,2026-05-26,2026-07-01,1
1196,Premium,18.99,50.4,20,1,227.92,19,2026-05-27,,0
1197,Free,0.0,7.6,19,0,26.86,47,2026-08-22,2026-08-27,1
1198,Free,0.0,11.6,8,0,49.62,65,2026-03-23,2026-05-12,1
1199,Student,9.99,46.0,19,1,299.59,26,2025-09-21,,0
1200,Premium,18.99,23.5,11,1,103.18,43,2025-10-09,,0
1201,Free,0.0,52.5,30,1,239.98,10,2026-05-12,,0
1202,Student,9.99,17.4,7,1,189.61,32,2026-04-05,,0
1203,Premium,18.99,0.0,6,1,0.0,54,2025-12-30,,0
1204,Free,0.0,41.8,22,4,304.8,3,2025-09-17,,0
1205,Premium,18.99,32.2,20,3,212.29,29,2026-01-23,,0
1206,Premium,18.99,43.4,21,1,238.53,40,2026-06-19,,0
1207,Free,0.0,17.4,11,1,0.0,62,2026-04-23,2026-06-16,1
1208,Free,0.0,39.9,23,0,180.44,34,2025-12-10,,0
1209,Premium,18.99,0.0,4,1,0.0,75,2026-08-23,2026-08-25,1
1210,Free,0.0,42.3,21,5,267.26,4,2026-01-25,2026-07-15,1
1211,Free,0.0,25.9,9,0,195.23,30,2025-11-24,2026-02-09,1
1212,Premium,18.99,31.3,8,1,85.15,53,2026-04-27,,0
1213,Premium,18.99,31.3,28,1,71.75,63,2026-02-16,,0
1214,Premium,18.99,0.0,7,0,151.02,55,2025-12-13,2026-01-13,1
1215,Student,9.99,24.9,13,0,108.53,49,2026-01-26,2026-07-03,1
1216,Premium,18.99,33.0,23,3,307.7,32,2026-08-23,,0
1217,Premium,18.99,49.7,16,2,245.18,21,2026-01-30,,0
1218,Premium,18.99,38.3,24,1,225.46,25,2026-06-08,,0
1219,Premium,18.99,6.2,10,1,61.73,34,2025-12-04,2026-02-22,1
1220,Premium,18.99,9.1,10,0,225.73,8,2026-05-28,,0
1221,Student,9.99,9.8,0,0,78.3,77,2025-09-08,2025-10-03,1
1222,Free,0.0,40.1,15,1,232.27,32,2026-07-20,,0
1223,Student,9.99,30.5,27,0,160.98,13,2025-10-10,,0
1224,Student,9.99,57.7,41,2,244.73,17,2026-08-19,,0
1225,Free,0.0,38.9,13,2,185.47,41,2025-12-25,,0
1226,Student,9.99,19.7,8,1,186.15,59,2026-04-25,,0
1227,Premium,18.99,27.8,21,1,251.07,41,2026-06-21,,0
1228,Student,9.99,26.8,22,2,134.02,30,2026-06-13,2026-07-13,1
1229,Free,0.0,52.2,28,2,70.52,13,2026-08-17,,0
1230,Free,0.0,31.1,18,0,185.93,36,2026-07-14,,0
1231,Free,0.0,38.1,24,1,52.4,44,2026-04-10,,0
1232,Premium,18.99,20.2,12,1,126.62,16,2026-07-05,,0
1233,Student,9.99,28.0,30,1,142.11,36,2025-09-12,,0
1234,Free,0.0,26.0,18,1,36.53,50,2025-11-03,,0
1235,Premium,18.99,37.7,19,3,216.9,36,2026-03-12,,0
1236,Free,0.0,20.9,5,1,196.76,68,2026-07-28,2026-08-05,1
1237,Free,0.0,3.6,27,0,113.29,51,2025-09-06,,0
1238,Premium,18.99,29.8,17,2,201.11,3,2025-12-10,,0
1239,Student,9.99,52.4,42,4,430.66,27,2026-06-26,,0
1240,Premium,18.99,29.7,25,1,277.22,23,2026-08-12,,0
1241,Premium,18.99,30.8,11,1,75.32,58,2026-01-17,,0
1242,Premium,18.99,45.2,40,1,279.06,0,2026-08-17,2026-08-31,1
1243,Free,0.0,29.1,16,0,196.92,11,2026-01-19,,0
1244,Premium,18.99,60.8,34,0,311.76,42,2026-03-23,2026-06-16,1
1245,Premium,18.99,54.7,32,4,308.01,7,2025-10-14,,0
1246,Free,0.0,59.3,30,6,73.93,4,2026-04-14,,0
1247,Premium,18.99,36.3,21,2,102.51,38,2026-03-21,,0
1248,Student,9.99,48.5,30,2,245.86,21,2026-02-13,,0
1249,Premium,18.99,37.9,14,3,18.61,62,2025-09-07,,0
1250,Premium,18.99,54.4,44,5,0.0,19,2025-12-18,,0
1251,Student,9.99,29.0,22,0,131.85,15,2025-12-30,,0
1252,Free,0.0,20.4,27,1,171.59,38,2026-05-10,,0
1253,Premium,18.99,28.7,15,3,78.16,52,2026-03-08,2026-03-29,1
1254,Student,9.99,50.1,34,3,183.36,0,2026-06-22,,0
1255,Free,0.0,23.5,24,2,191.61,43,2026-04-11,,0
1256,Free,0.0,38.9,17,0,197.31,0,2025-11-04,,0
1257,Premium,18.99,26.6,22,2,113.49,48,2026-07-26,,0
1258,Free,0.0,9.9,1,0,119.22,57,2026-07-02,,0
1259,Student,9.99,50.7,25,1,235.52,24,2026-01-30,,0
1260,Premium,18.99,8.7,17,2,12.79,59,2025-11-13,,0
1261,Free,0.0,54.6,33,3,162.7,13,2025-09-10,2026-05-21,1
1262,Student,9.99,40.6,29,6,213.22,22,2026-01-29,,0
1263,Free,0.0,31.6,33,1,257.67,27,2026-01-04,,0
1264,Premium,18.99,8.1,0,1,9.49,63,2026-05-18,2026-06-14,1
1265,Premium,18.99,22.9,17,1,99.53,83,2026-04-04,2026-04-20,1
1266,Free,0.0,30.4,16,0,172.44,15,2026-05-09,,0
1267,Student,9.99,46.3,23,1,302.22,0,2026-07-23,,0
1268,Student,9.99,25.5,1,0,65.56,56,2026-04-18,2026-06-17,1
1269,Premium,18.99,23.0,14,1,103.12,29,2026-06-13,,0
1270,Free,0.0,0.0,15,0,98.45,55,2026-01-28,2026-02-12,1
1271,Student,9.99,30.7,26,1,155.06,35,2025-11-29,,0
1272,Premium,18.99,30.1,21,1,139.63,41,2025-09-08,,0
1273,Free,0.0,0.0,8,0,0.0,44,2025-10-14,,0
1274,Student,9.99,9.5,11,2,114.63,57,2026-05-07,,0
1275,Free,0.0,19.7,28,1,123.91,50,2025-09-23,,0
1276,Premium,18.99,48.8,9,6,72.94,32,2025-09-22,2025-12-04,1
1277,Free,0.0,29.8,21,3,158.74,43,2026-03-01,,0
1278,Premium,18.99,25.9,4,0,20.78,66,2026-06-18,,0
1279,Student,9.99,34.6,3,2,41.96,36,2025-11-21,,0
1280,Free,0.0,32.2,21,4,151.65,25,2026-07-21,,0
1281,Premium,18.99,13.6,25,1,177.35,55,2026-04-22,,0
1282,Premium,18.99,36.0,16,1,236.7,42,2026-02-18,,0
1283,Premium,18.99,62.5,42,5,337.99,17,2025-10-20,,0
1284,Premium,18.99,24.7,18,0,92.3,32,2025-09-09,2026-02-25,1
1285,Free,0.0,39.2,28,2,250.79,19,2025-11-06,2026-06-29,1
1286,Premium,18.99,58.1,38,3,288.77,0,2026-03-08,,0
1287,Free,0.0,22.6,0,1,6.6,57,2026-08-01,,0
1288,Free,0.0,12.0,6,1,16.06,60,2025-11-13,,0
1289,Premium,18.99,34.1,37,3,184.57,14,2025-10-23,,0
1290,Premium,18.99,9.5,12,2,185.9,41,2026-03-12,2026-04-02,1
1291,Free,0.0,12.9,13,1,151.88,59,2026-02-10,,0
1292,Free,0.0,26.2,14,1,22.31,46,2025-10-25,,0
1293,Premium,18.99,61.1,48,1,246.35,31,2026-07-14,,0
1294,Free,0.0,1.0,7,0,44.4,74,2025-11-08,,0
1295,Free,0.0,3.2,17,1,35.01,71,2026-02-25,2026-04-06,1
1296,Free,0.0,22.1,18,0,90.8,43,2025-12-24,2026-04-23,1
1297,Free,0.0,59.2,46,3,354.79,32,2026-06-23,,0
1298,Free,0.0,30.4,15,2,176.96,31,2026-01-19,,0
1299,Premium,18.99,28.1,23,1,177.29,26,2026-05-26,,0
1300,Free,0.0,39.0,33,3,281.45,0,2026-02-23,,0
1301,Student,9.99,26.7,16,1,37.46,36,2026-02-21,2026-05-09,1
1302,Premium,18.99,35.6,33,4,193.87,26,2025-09-16,,0
1303,Student,9.99,9.7,13,0,155.35,57,2025-12-30,,0
1304,Premium,18.99,30.5,31,2,268.48,14,2026-02-09,,0
1305,Premium,18.99,58.3,27,4,154.88,10,2026-04-07,,0
1306,Premium,18.99,20.2,14,1,45.19,37,2026-04-30,,0
1307,Premium,18.99,24.1,22,3,167.18,40,2026-01-05,,0
1308,Premium,18.99,30.0,11,1,164.79,49,2025-10-13,2025-12-10,1
1309,Premium,18.99,15.8,9,0,100.47,55,2026-02-04,,0
1310,Premium,18.99,21.7,3,2,122.59,38,2026-01-03,,0
1311,Free,0.0,56.3,43,1,166.03,0,2026-05-04,,0
1312,Premium,18.99,22.4,13,2,73.61,43,2026-02-09,,0
1313,Premium,18.99,21.5,27,2,0.0,47,2026-02-04,2026-05-25,1
1314,Free,0.0,49.3,27,2,194.84,25,2025-12-26,2026-05-18,1
1315,Premium,18.99,34.3,20,0,0.0,33,2026-05-08,,0
1316,Free,0.0,33.9,19,0,208.43,40,2026-04-26,,0
1317,Free,0.0,14.0,11,1,238.18,58,2026-04-22,,0
1318,Premium,18.99,43.7,23,1,163.27,41,2026-03-31,2026-04-23,1
1319,Free,0.0,36.2,40,1,93.09,22,2026-05-17,,0
1320,Student,9.99,8.2,12,0,105.21,39,2026-06-21,,0
1321,Free,0.0,52.8,43,4,402.61,0,2026-03-02,,0
1322,Premium,18.99,43.8,29,0,210.93,29,2025-10-23,,0
1323,Student,9.99,26.7,16,1,189.47,48,2026-08-20,,0
1324,Premium,18.99,50.5,37,0,231.3,15,2026-01-01,,0
1325,Premium,18.99,54.0,34,2,167.1,21,2025-11-06,,0
1326,Premium,18.99,50.1,38,5,238.4,9,2025-11-04,,0
1327,Premium,18.99,52.7,29,2,157.17,0,2025-10-24,,0
1328,Premium,18.99,38.1,32,0,384.19,42,2026-05-08,,0
1329,Student,9.99,38.1,21,1,179.8,24,2026-07-26,,0
1330,Premium,18.99,41.7,26,4,273.1,5,2025-09-02,,0
1331,Student,9.99,33.1,40,1,202.08,0,2025-12-19,,0
1332,Free,0.0,14.4,0,0,0.0,59,2026-04-23,,0
1333,Free,0.0,1.7,0,0,132.24,74,2025-10-25,,0
1334,Premium,18.99,30.1,15,1,0.0,47,2026-04-24,,0
1335,Free,0.0,26.1,17,2,225.25,41,2025-12-01,,0
1336,Student,9.99,21.1,2,1,145.36,43,2025-09-15,,0
1337,Free,0.0,1.2,12,1,46.23,74,2025-11-24,,0
1338,Student,9.99,12.3,16,0,55.33,35,2026-01-04,,0
1339,Free,0.0,27.3,25,2,150.4,24,2026-06-23,,0
1340,Premium,18.99,58.6,24,3,138.03,23,2025-09-25,,0
1341,Free,0.0,19.5,2,1,147.07,55,2026-03-29,2026-04-01,1
1342,Free,0.0,26.9,15,3,214.11,27,2026-01-16,,0
1343,Student,9.99,15.0,20,1,164.99,35,2026-01-20,,0
1344,Student,9.99,36.7,27,3,229.96,14,2026-06-03,,0
1345,Premium,18.99,26.7,24,2,307.67,16,2026-01-23,,0
1346,Student,9.99,38.7,27,0,133.8,13,2026-04-11,,0
1347,Free,0.0,42.3,31,4,114.68,12,2026-04-26,,0
1348,Premium,18.99,0.0,7,0,37.59,54,2025-10-22,2025-11-10,1
1349,Student,9.99,17.2,15,1,72.42,54,2025-12-11,2026-06-24,1
1350,Free,0.0,56.5,34,6,308.08,10,2026-03-06,,0
1351,Premium,18.99,48.4,19,1,206.1,8,2026-08-25,,0
1352,Premium,18.99,11.5,22,1,154.19,32,2025-12-16,,0
1353,Premium,18.99,8.2,12,0,116.25,38,2025-12-05,2026-06-02,1
1354,Student,9.99,41.3,16,0,282.98,18,2026-07-02,,0
1355,Student,9.99,41.1,31,1,345.34,33,2025-11-28,,0
1356,Student,9.99,2.9,11,0,93.04,26,2026-04-08,,0
1357,Free,0.0,28.3,12,0,9.55,47,2025-12-07,,0
1358,Free,0.0,48.1,23,3,252.18,19,2025-10-29,2026-05-18,1
1359,Premium,18.99,9.0,5,0,0.0,41,2025-12-19,2026-01-02,1
1360,Premium,18.99,53.2,17,0,184.13,36,2025-09-22,2026-08-09,1
1361,Student,9.99,40.3,32,1,279.02,35,2026-08-04,,0
1362,Free,0.0,53.0,23,0,286.98,11,2026-05-05,,0
1363,Premium,18.99,32.5,20,0,220.95,14,2026-08-10,,0
1364,Free,0.0,13.9,22,1,183.53,10,2026-06-30,,0
1365,Free,0.0,36.4,24,0,289.66,30,2026-04-17,,0
1366,Free,0.0,56.4,17,3,272.5,54,2026-08-23,,0
1367,Premium,18.99,44.1,32,4,220.21,47,2026-04-09,,0
1368,Premium,18.99,45.3,35,3,190.78,18,2026-07-16,,0
1369,Free,0.0,0.0,8,1,0.0,52,2026-07-21,2026-08-06,1
1370,Free,0.0,41.5,28,3,230.6,42,2025-10-30,,0
1371,Premium,18.99,25.3,24,3,230.43,23,2025-12-03,,0
1372,Student,9.99,16.6,20,0,172.14,38,2026-03-18,,0
1373,Premium,18.99,24.9,16,0,104.44,38,2026-02-05,,0
1374,Free,0.0,50.1,22,0,220.17,36,2026-05-17,2026-08-10,1
1375,Premium,18.99,37.9,9,1,76.73,60,2026-03-07,2026-08-12,1
1376,Premium,18.99,31.4,21,1,176.98,41,2025-11-21,,0
1377,Premium,18.99,18.8,21,0,124.02,34,2026-02-22,,0
1378,Free,0.0,0.0,12,0,57.99,53,2025-11-15,2026-05-27,1
1379,Premium,18.99,44.9,32,4,140.37,0,2026-03-08,,0
1380,Free,0.0,43.9,41,4,250.94,16,2026-04-21,,0
1381,Free,0.0,41.1,17,2,115.46,18,2025-10-09,,0
1382,Free,0.0,35.8,5,1,85.61,44,2025-10-07,,0
1383,Premium,18.99,34.0,29,2,241.74,24,2026-06-09,,0
1384,Student,9.99,37.2,16,0,88.35,30,2026-03-15,,0
1385,Premium,18.99,9.3,9,1,143.17,61,2025-11-23,2025-12-02,1
