player_id,platform,monetization_tier,sessions_per_week,avg_session_minutes,levels_completed,in_game_purchases,guild_member,days_since_last_session,first_session_date,churn_date,churned
5147,Mobile,Occasional Spender,7.0,12.4,28,10.31,0,22,2026-02-09,,0
5148,Mobile,Free-to-Play,10.2,34.7,70,0.0,0,10,2026-03-16,,0
5149,PC,Free-to-Play,8.2,38.9,63,0.0,1,0,2026-01-01,,0
5150,Mobile,Free-to-Play,7.2,53.0,73,0.0,1,12,2026-08-09,,0
5151,PC,Free-to-Play,3.8,14.1,23,0.0,0,36,2026-04-07,,0
5152,PC,Free-to-Play,6.6,17.9,57,0.0,1,52,2026-05-23,,0
5153,PC,Free-to-Play,9.9,38.8,76,0.0,0,11,2026-02-09,,0
5154,Console,Occasional Spender,15.0,20.0,74,14.21,1,17,2025-09-29,,0
5155,PC,Occasional Spender,9.1,15.4,66,5.69,0,6,2026-03-09,,0
5156,PC,Occasional Spender,2.5,6.6,0,95.75,0,48,2026-01-31,,0
5157,Mobile,Free-to-Play,7.4,13.6,36,0.0,0,29,2026-04-06,,0
5158,PC,Free-to-Play,5.7,4.9,39,0.0,0,29,2026-04-28,,0
5159,Console,Free-to-Play,7.9,37.6,61,0.0,0,20,2025-12-26,,0
5160,Console,Free-to-Play,12.8,38.5,38,0.0,0,25,2026-06-02,,0
5161,Console,Free-to-Play,3.5,22.8,34,0.0,0,29,2025-10-15,,0
5162,Mobile,Occasional Spender,10.5,32.1,75,7.8,0,0,2026-07-21,,0
5163,PC,Free-to-Play,12.9,37.9,73,0.0,1,3,2026-06-11,,0
5164,Console,Free-to-Play,10.8,42.8,85,0.0,0,16,2025-11-30,,0
5165,PC,Free-to-Play,2.2,9.1,32,0.0,0,41,2026-08-01,,0
5166,PC,Free-to-Play,3.6,34.0,52,0.0,0,3,2026-04-03,,0
5167,PC,Free-to-Play,0.0,0.0,24,0.0,0,46,2026-04-16,,0
5168,PC,Free-to-Play,8.6,13.7,20,0.0,0,26,2025-09-24,,0
5169,Mobile,Free-to-Play,10.7,48.6,68,0.0,0,13,2026-07-05,,0
5170,Mobile,Free-to-Play,1.8,24.5,34,0.0,0,29,2026-03-19,2026-04-09,1
5171,Console,Whale,3.7,23.7,18,348.96,0,36,2026-03-17,2026-04-05,1
5172,Console,Free-to-Play,6.7,37.1,66,0.0,0,7,2025-11-06,,0
5173,Console,Free-to-Play,4.4,19.8,49,0.0,1,42,2026-02-15,2026-03-23,1
5174,Mobile,Free-to-Play,1.1,8.4,34,0.0,0,39,2026-07-15,,0
5175,Mobile,Occasional Spender,0.7,0.0,47,1.69,1,44,2025-10-18,,0
5176,Mobile,Free-to-Play,4.3,22.5,99,0.0,1,36,2026-07-07,,0
5177,Console,Free-to-Play,0.0,4.0,21,0.0,1,44,2025-12-21,,0
5178,PC,Free-to-Play,12.7,36.9,61,0.0,0,21,2026-05-24,,0
5179,Console,Free-to-Play,7.4,51.1,73,0.0,1,3,2026-07-18,,0
5180,Mobile,Free-to-Play,6.8,33.8,44,0.0,1,38,2026-06-23,,0
5181,PC,Free-to-Play,6.2,7.4,35,0.0,1,27,2025-09-21,2025-09-29,1
5182,PC,Free-to-Play,2.7,18.1,40,0.0,0,39,2025-09-09,2025-09-11,1
5183,Mobile,Occasional Spender,10.4,37.1,49,5.59,0,8,2026-01-24,,0
5184,Console,Free-to-Play,3.5,18.7,44,0.0,0,43,2025-11-10,2025-12-02,1
5185,PC,Free-to-Play,1.4,17.1,44,0.0,0,28,2025-10-06,,0
5186,Mobile,Free-to-Play,9.6,37.0,52,0.0,1,15,2026-04-26,,0
5187,Mobile,Free-to-Play,15.5,35.5,81,0.0,0,11,2025-11-28,,0
5188,Console,Free-to-Play,13.6,47.6,63,0.0,1,5,2026-02-23,,0
5189,PC,Free-to-Play,0.0,0.0,21,0.0,0,25,2026-06-29,,0
5190,PC,Free-to-Play,4.0,32.0,44,0.0,0,28,2026-02-18,2026-03-08,1
5191,PC,Whale,1.4,4.9,19,95.91,0,43,2026-08-15,,0
5192,Mobile,Free-to-Play,3.8,9.8,28,0.0,1,41,2026-01-22,2026-02-12,1
5193,PC,Occasional Spender,2.6,5.6,56,19.3,1,26,2026-05-29,,0
5194,Console,Occasional Spender,2.2,20.7,57,8.52,0,27,2026-07-25,,0
5195,Mobile,Free-to-Play,4.3,17.6,19,0.0,0,39,2025-12-17,2026-02-07,1
5196,PC,Free-to-Play,5.1,20.3,28,0.0,0,19,2026-04-26,,0
5197,Mobile,Free-to-Play,0.0,18.9,33,0.0,0,45,2026-03-21,2026-03-30,1
5198,Mobile,Whale,0.1,10.9,47,126.95,0,33,2026-07-31,,0
5199,Mobile,Free-to-Play,6.9,32.8,39,0.0,1,22,2026-08-02,2026-08-23,1
5200,Console,Free-to-Play,2.9,20.6,56,0.0,0,16,2025-09-30,,0
5201,Mobile,Free-to-Play,11.4,31.3,58,0.0,1,5,2026-01-25,,0
5202,Mobile,Occasional Spender,3.5,22.9,39,37.79,0,28,2026-04-06,,0
5203,PC,Free-to-Play,0.0,28.2,12,0.0,0,19,2025-12-31,2026-01-17,1
5204,Mobile,Free-to-Play,12.3,37.6,79,0.0,0,4,2025-12-09,,0
5205,PC,Free-to-Play,6.7,20.2,63,0.0,0,13,2026-07-21,2026-07-23,1
5206,Console,Free-to-Play,7.2,52.8,52,0.0,1,23,2025-09-29,,0
5207,Mobile,Occasional Spender,3.1,28.2,47,10.83,0,14,2026-01-04,2026-01-24,1
5208,Mobile,Occasional Spender,11.6,38.0,78,9.15,0,16,2026-05-11,,0
5209,Console,Free-to-Play,2.9,8.6,9,0.0,0,50,2026-05-25,,0
5210,Mobile,Free-to-Play,10.4,35.6,52,0.0,0,20,2026-07-30,,0
5211,Mobile,Occasional Spender,3.4,25.9,43,1.01,0,26,2026-05-30,2026-06-07,1
5212,Console,Free-to-Play,2.4,0.0,3,0.0,1,43,2026-05-01,,0
5213,Console,Free-to-Play,7.2,27.3,43,0.0,0,33,2026-06-15,,0
5214,PC,Free-to-Play,0.5,5.4,45,0.0,0,41,2025-12-30,,0
5215,PC,Free-to-Play,4.8,14.0,26,0.0,1,9,2026-05-31,,0
5216,Console,Whale,5.8,25.2,61,319.88,0,30,2026-03-02,,0
5217,PC,Free-to-Play,10.1,18.4,68,0.0,0,16,2026-02-09,,0
5218,PC,Free-to-Play,4.3,10.5,48,0.0,1,18,2026-08-04,,0
5219,Console,Occasional Spender,5.2,26.6,28,23.15,1,17,2026-07-01,,0
5220,PC,Free-to-Play,5.9,23.7,60,0.0,0,26,2026-08-06,,0
5221,PC,Occasional Spender,0.9,0.0,18,59.39,0,36,2025-12-22,,0
5222,Mobile,Free-to-Play,6.4,13.9,46,0.0,1,17,2025-12-19,,0
5223,PC,Free-to-Play,5.0,31.1,64,0.0,1,24,2026-07-15,,0
5224,PC,Free-to-Play,8.2,34.4,62,0.0,1,4,2025-12-06,,0
5225,Mobile,Free-to-Play,7.1,34.0,23,0.0,1,22,2025-11-08,,0
5226,Mobile,Free-to-Play,4.9,23.3,49,0.0,0,42,2026-07-23,,0
5227,Console,Free-to-Play,5.9,13.4,50,0.0,1,22,2026-07-20,,0
5228,Mobile,Occasional Spender,3.5,17.2,47,23.95,1,25,2025-11-14,,0
5229,Mobile,Occasional Spender,7.6,25.6,42,37.75,1,11,2026-05-11,,0
5230,Mobile,Free-to-Play,3.8,5.5,40,0.0,0,24,2026-04-27,,0
5231,Mobile,Free-to-Play,9.9,8.4,24,0.0,0,22,2026-01-29,,0
5232,PC,Free-to-Play,5.8,10.6,34,0.0,0,35,2026-08-07,2026-08-29,1
5233,Mobile,Free-to-Play,6.0,16.1,30,0.0,0,16,2026-03-25,2026-03-28,1
5234,Mobile,Free-to-Play,3.1,23.2,23,0.0,0,40,2026-05-02,,0
5235,Console,Occasional Spender,9.5,39.1,46,51.25,0,23,2025-11-04,,0
5236,Mobile,Whale,0.3,12.0,0,642.92,0,18,2025-12-08,,0
5237,Mobile,Free-to-Play,3.8,27.8,19,0.0,0,28,2026-05-19,2026-08-03,1
5238,Console,Occasional Spender,7.8,19.5,51,22.83,1,35,2026-01-04,,0
5239,PC,Free-to-Play,11.6,45.9,76,0.0,0,9,2026-04-06,,0
5240,PC,Free-to-Play,2.4,31.0,42,0.0,0,10,2026-03-09,,0
5241,Console,Free-to-Play,4.4,13.7,40,0.0,0,29,2025-12-06,,0
5242,Console,Free-to-Play,10.8,58.3,57,0.0,1,8,2026-05-21,,0
5243,Mobile,Free-to-Play,5.7,1.2,54,0.0,0,30,2026-02-01,,0
5244,PC,Whale,8.9,13.0,55,86.89,0,2,2026-04-01,,0
5245,PC,Free-to-Play,4.4,37.3,55,0.0,1,7,2026-01-06,2026-01-08,1
5246,Mobile,Free-to-Play,3.6,37.5,70,0.0,1,20,2026-04-14,,0
5247,Console,Free-to-Play,4.1,10.0,82,0.0,1,23,2025-09-24,2025-09-30,1
5248,Mobile,Whale,10.7,27.1,55,152.16,0,22,2026-04-11,,0
5249,Console,Free-to-Play,0.0,4.2,27,0.0,0,62,2026-07-23,,0
5250,PC,Occasional Spender,7.2,43.7,74,18.16,0,7,2026-03-06,,0
5251,PC,Occasional Spender,2.5,39.5,34,12.74,0,9,2026-06-05,,0
5252,Mobile,Free-to-Play,6.3,42.2,22,0.0,0,19,2026-03-18,,0
5253,Console,Free-to-Play,9.5,1.3,22,0.0,0,41,2025-09-29,,0
5254,PC,Free-to-Play,9.6,24.3,79,0.0,1,19,2026-07-25,,0
5255,Mobile,Occasional Spender,7.3,14.0,45,23.6,1,39,2026-08-16,,0
5256,Mobile,Free-to-Play,9.0,38.9,43,0.0,0,21,2026-05-18,,0
5257,PC,Free-to-Play,5.9,26.1,53,0.0,1,30,2026-03-25,,0
5258,Mobile,Free-to-Play,0.4,4.3,0,0.0,1,40,2026-07-15,,0
5259,PC,Free-to-Play,11.6,37.0,60,0.0,0,0,2025-12-21,,0
5260,PC,Occasional Spender,4.1,10.5,0,14.13,0,37,2026-01-24,,0
5261,Mobile,Occasional Spender,10.4,25.0,69,29.4,1,0,2025-12-18,,0
5262,PC,Free-to-Play,8.8,39.4,64,0.0,0,18,2026-03-30,,0
5263,Mobile,Free-to-Play,6.3,25.1,60,0.0,0,3,2025-09-26,2025-09-28,1
5264,Console,Free-to-Play,5.0,0.0,1,0.0,0,32,2025-12-29,2026-01-10,1
5265,Console,Occasional Spender,1.5,14.4,13,5.56,0,43,2025-09-29,,0
5266,Mobile,Free-to-Play,9.7,20.6,25,0.0,1,26,2026-07-31,,0
5267,PC,Occasional Spender,3.9,26.7,40,42.76,1,22,2025-12-31,,0
5268,PC,Free-to-Play,5.1,4.5,32,0.0,1,60,2026-04-28,,0
5269,Console,Free-to-Play,7.3,31.7,36,0.0,0,39,2026-06-22,2026-06-24,1
5270,Mobile,Occasional Spender,0.0,9.2,0,4.41,0,36,2026-06-27,,0
5271,PC,Free-to-Play,5.3,6.3,17,0.0,0,48,2026-06-21,,0
5272,Console,Free-to-Play,5.1,28.3,20,0.0,0,38,2026-07-29,,0
5273,Mobile,Free-to-Play,1.8,9.9,0,0.0,1,42,2026-03-19,,0
5274,PC,Free-to-Play,1.9,16.7,31,0.0,1,38,2025-11-22,,0
5275,Mobile,Whale,4.4,28.3,10,211.62,1,30,2026-03-15,,0
5276,PC,Occasional Spender,9.5,20.7,52,29.19,0,14,2026-07-15,,0
5277,Mobile,Occasional Spender,6.9,27.8,38,77.74,0,22,2025-12-16,2025-12-24,1
5278,Console,Free-to-Play,0.0,0.0,9,0.0,0,51,2026-06-29,,0
5279,Mobile,Free-to-Play,3.3,21.0,43,0.0,1,29,2025-10-18,,0
5280,Mobile,Occasional Spender,7.7,23.7,33,16.83,0,16,2026-04-20,,0
5281,Console,Free-to-Play,4.4,27.6,36,0.0,1,27,2026-08-31,,0
5282,Console,Whale,4.4,21.3,30,585.85,0,18,2026-05-17,,0
5283,PC,Free-to-Play,14.8,46.8,67,0.0,1,3,2025-11-01,,0
5284,PC,Free-to-Play,5.0,0.0,12,0.0,0,46,2025-09-30,2025-10-04,1
5285,Mobile,Free-to-Play,6.8,27.8,66,0.0,1,7,2026-03-31,,0
5286,PC,Free-to-Play,9.5,33.8,83,0.0,1,11,2025-09-05,,0
5287,Mobile,Free-to-Play,2.8,37.3,0,0.0,0,38,2026-06-08,2026-06-21,1
5288,Mobile,Free-to-Play,2.3,5.2,25,0.0,0,38,2026-03-30,2026-05-09,1
5289,Console,Occasional Spender,12.2,34.8,34,60.62,0,21,2026-03-17,,0
5290,PC,Free-to-Play,6.0,14.4,18,0.0,1,43,2026-06-19,,0
5291,Mobile,Free-to-Play,3.1,0.0,19,0.0,0,25,2026-04-14,2026-04-19,1
5292,Mobile,Free-to-Play,5.6,9.4,21,0.0,1,24,2026-03-03,2026-03-03,1
5293,Console,Occasional Spender,11.8,40.4,72,16.22,0,7,2025-12-19,,0
5294,Mobile,Free-to-Play,3.0,11.7,30,0.0,0,41,2026-03-04,,0
5295,Mobile,Whale,2.8,0.0,1,225.66,0,55,2026-07-25,,0
5296,Mobile,Occasional Spender,6.6,13.6,22,30.23,1,29,2026-03-14,,0
5297,Mobile,Free-to-Play,11.5,48.7,68,0.0,0,23,2025-10-26,,0
5298,Mobile,Free-to-Play,5.2,32.6,24,0.0,1,14,2026-08-24,,0
5299,Console,Occasional Spender,4.8,36.5,36,23.81,0,18,2025-09-01,,0
5300,Mobile,Free-to-Play,9.9,30.0,91,0.0,0,3,2026-07-16,,0
5301,PC,Occasional Spender,2.6,29.2,7,5.9,0,24,2026-08-28,2026-09-01,1
5302,PC,Free-to-Play,3.8,27.5,45,0.0,0,29,2026-07-11,,0
5303,PC,Free-to-Play,4.9,28.1,13,0.0,1,12,2026-06-01,2026-06-27,1
5304,PC,Free-to-Play,7.5,24.8,74,0.0,1,18,2026-04-25,2026-05-10,1
5305,PC,Free-to-Play,6.1,14.8,55,0.0,0,21,2025-11-02,,0
5306,PC,Occasional Spender,5.5,31.2,33,14.56,0,22,2026-02-01,2026-02-21,1
5307,PC,Free-to-Play,6.1,20.0,28,0.0,0,33,2026-01-10,,0
5308,PC,Occasional Spender,3.9,9.3,23,19.08,0,55,2025-10-15,2025-11-02,1
5309,PC,Free-to-Play,0.3,0.0,24,0.0,0,38,2026-07-15,2026-08-01,1
5310,PC,Occasional Spender,0.0,27.5,7,19.17,0,48,2026-06-11,2026-07-19,1
5311,Mobile,Occasional Spender,11.7,34.0,84,28.73,0,28,2025-09-12,,0
5312,PC,Free-to-Play,0.7,32.8,34,0.0,1,35,2025-11-23,,0
5313,PC,Free-to-Play,4.4,14.4,46,0.0,1,29,2026-08-10,,0
5314,Mobile,Occasional Spender,7.4,21.4,50,74.21,0,24,2026-06-10,,0
5315,Console,Occasional Spender,4.2,30.2,34,6.95,1,42,2026-04-17,2026-05-07,1
